CustomerKey,YearlyIncome,TotalSpend
13692,40000.00,24.99
13693,20000.00,7171.58
13694,30000.00,105.56
13695,30000.00,35.00
13696,40000.00,48.97
13697,40000.00,6485.67
13698,40000.00,32.27
13699,40000.00,75.97
13700,40000.00,4525.8225
13701,40000.00,169.52
13702,40000.00,4478.8425
13703,30000.00,74.98
13704,30000.00,2736.5325
13705,30000.00,3018.33
13706,40000.00,2337.27
13707,40000.00,189.04
13708,60000.00,160.53
13709,60000.00,2332.28
13710,60000.00,2341.46
13711,60000.00,2380.47
13712,60000.00,4503.8425
13713,60000.00,4828.31
13714,20000.00,3033.31
13715,30000.00,2778.5225
13716,30000.00,3078.31
13717,30000.00,74.98
13718,30000.00,3062.33
13719,20000.00,1129.48
13720,20000.00,1155.48
13721,20000.00,2786.5225
13722,30000.00,3102.80
13723,30000.00,74.98
13724,40000.00,4476.5525
13725,40000.00,4532.5225
13726,40000.00,4500.8225
13727,40000.00,80.96
13728,40000.00,4879.80
13729,40000.00,4883.82
13730,40000.00,4571.0225
13731,80000.00,21.98
13732,80000.00,108.96
13733,40000.00,4553.5225
13734,40000.00,4522.5025
13735,40000.00,4516.5325
13736,40000.00,4478.8425
13737,40000.00,39.25
13738,40000.00,21.98
13739,40000.00,71.97
13740,40000.00,56.97
13741,40000.00,2951.0525
13742,40000.00,2988.3225
13743,40000.00,2349.98
13744,40000.00,2959.0025
13745,40000.00,3282.81
13746,40000.00,3250.11
13747,40000.00,3045.5325
13748,80000.00,71.97
13749,80000.00,21.98
13750,80000.00,71.97
13751,80000.00,224.91
13752,80000.00,24.27
13753,80000.00,84.92
13754,80000.00,56.97
13755,60000.00,45.95
13756,60000.00,298.49
13757,60000.00,86.96
13758,60000.00,284.13
13759,60000.00,100.46
13760,60000.00,197.81
13761,60000.00,46.47
13762,60000.00,229.00
13763,60000.00,30.97
13764,20000.00,74.98
13765,30000.00,7152.09
13766,30000.00,3001.0425
13767,30000.00,5910.22
13768,40000.00,5063.5225
13769,40000.00,5085.5325
13770,40000.00,6428.23
13771,40000.00,6535.69
13772,40000.00,5928.25
13773,10000.00,42.28
13774,10000.00,4392.74
13775,10000.00,68.97
13776,30000.00,70.57
13777,30000.00,7147.07
13778,30000.00,4397.75
13779,10000.00,3063.0025
13780,20000.00,59.49
13781,40000.00,109.96
13782,40000.00,6512.19
13783,40000.00,5955.23
13784,20000.00,7138.10
13785,30000.00,121.83
13786,30000.00,4.99
13787,30000.00,59.98
13788,30000.00,200.81
13789,10000.00,4397.75
13790,20000.00,4397.75
13791,20000.00,107.85
13792,20000.00,7216.08
13793,30000.00,3021.0425
13794,20000.00,7212.06
13795,20000.00,4357.75
13796,10000.00,39.98
13797,20000.00,7.28
13798,20000.00,136.36
13799,30000.00,3010.0325
13800,30000.00,3262.83
13801,30000.00,3262.83
13802,20000.00,79.46
13803,40000.00,186.28
13804,40000.00,27.28
13805,40000.00,28.98
13806,30000.00,3075.5025
13807,30000.00,4506.76
13808,30000.00,4406.74
13809,40000.00,113.96
13810,40000.00,53.47
13811,30000.00,3001.0425
13812,30000.00,3262.83
13813,30000.00,74.98
13814,30000.00,230.04
13815,30000.00,114.55
13816,30000.00,260.83
13817,20000.00,35.00
13818,20000.00,39.99
13819,20000.00,35.00
13820,40000.00,5908.26
13821,40000.00,5940.54
13822,40000.00,6523.21
13823,40000.00,5393.31
13824,30000.00,4.99
13825,30000.00,37.29
13826,30000.00,48.97
13827,30000.00,29.48
13828,30000.00,166.28
13829,30000.00,4380.04
13830,30000.00,284.56
13831,20000.00,35.00
13832,20000.00,24.27
13833,20000.00,106.96
13834,20000.00,21.98
13835,20000.00,36.96
13836,30000.00,4380.04
13837,30000.00,89.97
13838,30000.00,140.55
13839,10000.00,3242.83
13840,10000.00,3010.0325
13841,20000.00,6624.60
13842,20000.00,4404.73
13843,30000.00,30.97
13844,30000.00,4355.71
13845,40000.00,5917.24
13846,40000.00,5933.25
13847,40000.00,5888.24
13848,40000.00,61.45
13849,40000.00,3084.5425
13850,40000.00,56.97
13851,40000.00,2331.95
13852,50000.00,2294.99
13853,50000.00,2329.98
13854,50000.00,3247.82
13855,50000.00,3095.5225
13856,40000.00,2982.0225
13857,60000.00,45.95
13858,60000.00,71.95
13859,60000.00,21.98
13860,40000.00,122.84
13861,60000.00,21.98
13862,60000.00,2986.0425
13863,60000.00,71.97
13864,60000.00,21.98
13865,70000.00,4533.5225
13866,70000.00,4639.5125
13867,50000.00,56.97
13868,60000.00,30.97
13869,50000.00,21.98
13870,50000.00,3282.83
13871,50000.00,3060.5225
13872,60000.00,180.98
13873,70000.00,4765.63
13874,60000.00,76.97
13875,60000.00,24.27
13876,60000.00,21.98
13877,60000.00,3030.0325
13878,60000.00,2366.96
13879,60000.00,21.98
13880,60000.00,71.97
13881,60000.00,71.97
13882,40000.00,3282.81
13883,40000.00,3021.0425
13884,40000.00,3043.0025
13885,70000.00,4844.80
13886,70000.00,4536.5425
13887,80000.00,4763.34
13888,70000.00,21.98
13889,60000.00,3084.0225
13890,60000.00,2982.0225
13891,60000.00,85.48
13892,60000.00,3021.0425
13893,70000.00,21.98
13894,70000.00,4810.29
13895,70000.00,4558.5225
13896,70000.00,4775.63
13897,70000.00,4498.5325
13898,70000.00,4835.29
13899,70000.00,21.98
13900,70000.00,21.98
13901,70000.00,66.96
13902,70000.00,21.98
13903,80000.00,4511.5425
13904,80000.00,4501.5525
13905,80000.00,4548.5225
13906,40000.00,3021.0425
13907,80000.00,4596.5525
13908,80000.00,4715.33
13909,80000.00,4764.02
13910,80000.00,4526.5225
13911,80000.00,4548.5225
13912,80000.00,4548.0225
13913,80000.00,106.96
13914,40000.00,71.97
13915,50000.00,3045.5325
13916,50000.00,2354.98
13917,50000.00,3282.81
13918,50000.00,2397.95
13919,70000.00,85.48
13920,50000.00,266.97
13921,60000.00,56.97
13922,60000.00,56.97
13923,60000.00,56.97
13924,60000.00,29.93
13925,60000.00,3220.79
13926,60000.00,56.97
13927,60000.00,3021.0425
13928,60000.00,85.48
13929,40000.00,76.97
13930,70000.00,140.47
13931,70000.00,21.98
13932,40000.00,21.98
13933,60000.00,56.97
13934,40000.00,30.97
13935,40000.00,56.97
13936,70000.00,218.93
13937,70000.00,85.48
13938,60000.00,3071.0125
13939,60000.00,3084.0225
13940,60000.00,85.48
13941,60000.00,286.82
13942,60000.00,56.97
13943,60000.00,36.96
13944,60000.00,160.12
13945,60000.00,56.97
13946,60000.00,21.98
13947,70000.00,4605.0425
13948,80000.00,4562.0325
13949,80000.00,4548.5225
13950,70000.00,24.27
13951,60000.00,56.97
13952,90000.00,82.26
13953,100000.00,6840.7496
13954,60000.00,128.46
13955,90000.00,6888.4396
13956,70000.00,82.26
13957,60000.00,5645.2396
13958,70000.00,6838.6382
13959,120000.00,6858.4182
13960,70000.00,6871.7396
13961,80000.00,136.94
13962,80000.00,90.21
13963,80000.00,139.45
13964,90000.00,6806.4496
13965,90000.00,6872.3896
13966,90000.00,6842.1182
13967,60000.00,5721.9082
13968,60000.00,5181.6996
13969,70000.00,77.27
13970,70000.00,6843.1382
13971,70000.00,6772.1282
13972,70000.00,77.27
13973,60000.00,5185.6796
13974,60000.00,5237.7296
13975,60000.00,5138.7182
13976,100000.00,4511.5425
13977,100000.00,4788.57
13978,100000.00,4775.30
13979,40000.00,3282.83
13980,30000.00,56.97
13981,10000.00,124.21
13982,20000.00,59.98
13983,20000.00,180.41
13984,60000.00,3282.83
13985,60000.00,30.97
13986,60000.00,1893.9075
13987,40000.00,2329.99
13988,40000.00,195.52
13989,40000.00,46.47
13990,40000.00,1893.9075
13991,40000.00,85.48
13992,60000.00,1802.2075
13993,60000.00,1804.9175
13994,30000.00,4528.7496
13995,20000.00,64.97
13996,20000.00,66.26
13997,30000.00,4586.3496
13998,10000.00,245.25
13999,70000.00,3295.4275
14000,40000.00,84.92
14001,40000.00,106.96
14002,30000.00,85.48
14003,30000.00,1579.3975
14004,60000.00,56.97
14005,70000.00,3319.3975
14006,70000.00,3295.4275
14007,10000.00,3772.4096
14008,10000.00,63.97
14009,20000.00,63.97
14010,30000.00,3861.3896
14011,30000.00,3831.8896
14012,40000.00,5249.9182
14013,30000.00,138.45
14014,30000.00,62.27
14015,30000.00,59.98
14016,30000.00,121.06
14017,60000.00,1848.9075
14018,30000.00,63.87
14019,30000.00,61.58
14020,80000.00,6831.7596
14021,30000.00,21.98
14022,30000.00,1668.8975
14023,30000.00,1575.4175
14024,60000.00,1902.8975
14025,30000.00,1586.3775
14026,30000.00,1589.6975
14027,70000.00,21.98
14028,70000.00,91.95
14029,60000.00,56.97
14030,80000.00,6905.4696
14031,80000.00,6964.4182
14032,70000.00,6859.4296
14033,80000.00,6809.9596
14034,130000.00,104.24
14035,80000.00,65.96
14036,60000.00,1839.9175
14037,60000.00,1898.8975
14038,130000.00,6819.1182
14039,160000.00,6808.1282
14040,80000.00,31.97
14041,80000.00,4765.02
14042,60000.00,21.98
14043,60000.00,56.97
14044,70000.00,3357.7175
14045,80000.00,6804.1282
14046,90000.00,5645.2396
14047,70000.00,5643.5396
14048,60000.00,5123.7396
14049,60000.00,5290.6796
14050,100000.00,5650.2396
14051,100000.00,5606.9082
14052,110000.00,86.26
14053,110000.00,86.26
14054,60000.00,280.76
14055,60000.00,5177.3982
14056,60000.00,128.46
14057,90000.00,114.96
14058,70000.00,5652.5196
14059,80000.00,106.75
14060,80000.00,99.47
14061,80000.00,82.26
14062,70000.00,5647.9182
14063,70000.00,5676.2496
14064,70000.00,5694.2096
14065,70000.00,5608.5496
14066,60000.00,3612.1882
14067,70000.00,114.96
14068,70000.00,77.27
14069,70000.00,173.94
14070,90000.00,5618.9282
14071,90000.00,5617.9182
14072,80000.00,74.98
14073,30000.00,156.84
14074,10000.00,59.88
14075,30000.00,56.97
14076,30000.00,71.97
14077,30000.00,180.73
14078,40000.00,839.48
14079,40000.00,223.62
14080,40000.00,1848.9075
14081,30000.00,3451.7375
14082,30000.00,21.98
14083,30000.00,2751.4175
14084,30000.00,138.68
14085,30000.00,36.96
14086,10000.00,70.15
14087,40000.00,341.97
14088,30000.00,2755.4175
14089,40000.00,1893.9075
14090,30000.00,85.48
14091,30000.00,251.20
14092,30000.00,56.97
14093,30000.00,30.97
14094,40000.00,21.98
14095,40000.00,1802.2075
14096,30000.00,233.69
14097,40000.00,56.97
14098,40000.00,1845.8975
14099,40000.00,200.26
14100,40000.00,226.26
14101,40000.00,3679.8982
14102,60000.00,3667.2296
14103,40000.00,3612.2196
14104,40000.00,1889.9075
14105,40000.00,1784.9075
14106,40000.00,1839.8975
14107,40000.00,819.46
14108,40000.00,839.48
14109,30000.00,2701.4275
14110,60000.00,819.46
14111,70000.00,76.97
14112,70000.00,3361.3875
14113,70000.00,21.98
14114,70000.00,85.48
14115,80000.00,3297.7175
14116,80000.00,3317.4075
14117,80000.00,3352.3975
14118,100000.00,4741.34
14119,110000.00,148.94
14120,120000.00,3376.8875
14121,130000.00,3319.6975
14122,80000.00,30.97
14123,10000.00,61.58
14124,10000.00,57.59
14125,10000.00,3772.4096
14126,10000.00,135.55
14127,10000.00,3809.5682
14128,10000.00,3836.3796
14129,20000.00,3750.0882
14130,20000.00,3814.0582
14131,20000.00,3807.3996
14132,10000.00,3804.0782
14133,20000.00,3764.0682
14134,20000.00,3835.0682
14135,20000.00,86.96
14136,20000.00,71.95
14137,20000.00,4397.75
14138,20000.00,4444.22
14139,30000.00,4397.75
14140,30000.00,4397.75
14141,10000.00,3282.81
14142,10000.00,29.48
14143,20000.00,133.55
14144,10000.00,56.97
14145,10000.00,24.27
14146,20000.00,6750.56
14147,30000.00,4397.75
14148,30000.00,4406.74
14149,30000.00,4417.75
14150,30000.00,6705.59
14151,10000.00,85.48
14152,20000.00,71.97
14153,20000.00,48.97
14154,30000.00,3018.0025
14155,40000.00,5993.26
14156,20000.00,229.57
14157,30000.00,6650.60
14158,40000.00,5976.74
14159,40000.00,5930.23
14160,40000.00,6679.70
14161,40000.00,6497.21
14162,40000.00,6473.70
14163,40000.00,6567.02
14164,50000.00,6484.71
14165,50000.00,5910.55
14166,10000.00,71.97
14167,10000.00,4406.74
14168,20000.00,71.95
14169,10000.00,3262.83
14170,10000.00,3291.82
14171,90000.00,6615.70
14172,130000.00,75.74
14173,70000.00,38.88
14174,70000.00,38.88
14175,110000.00,145.23
14176,80000.00,121.57
14177,80000.00,46.83
14178,90000.00,86.58
14179,100000.00,71.58
14180,100000.00,32.60
14181,100000.00,8326.31
14182,110000.00,32.60
14183,130000.00,8321.31
14184,170000.00,105.24
14185,80000.00,9523.0025
14186,80000.00,9796.32
14187,100000.00,36.59
14188,80000.00,32.60
14189,90000.00,8317.32
14190,90000.00,36.59
14191,160000.00,8301.31
14192,90000.00,9451.9125
14193,100000.00,36.59
14194,120000.00,168.93
14195,130000.00,8316.29
14196,160000.00,137.94
14197,100000.00,107.08
14198,110000.00,8308.59
14199,130000.00,118.94
14200,70000.00,9421.9125
14201,80000.00,32.60
14202,90000.00,32.60
14203,80000.00,7081.4625
14204,80000.00,71.58
14205,90000.00,32.60
14206,100000.00,156.59
14207,110000.00,8361.30
14208,120000.00,117.43
14209,60000.00,193.97
14210,80000.00,5621.2396
14211,70000.00,5662.8982
14212,80000.00,82.26
14213,80000.00,86.26
14214,90000.00,5759.8682
14215,90000.00,5665.8882
14216,70000.00,5653.9182
14217,80000.00,139.45
14218,90000.00,5651.8782
14219,90000.00,5744.2196
14220,100000.00,5696.1896
14221,80000.00,82.26
14222,80000.00,82.26
14223,80000.00,155.94
14224,110000.00,5621.2182
14225,90000.00,5603.9182
14226,90000.00,5656.2396
14227,100000.00,114.96
14228,80000.00,74.98
14229,80000.00,74.98
14230,90000.00,5661.8982
14231,120000.00,83.97
14232,100000.00,77.27
14233,100000.00,78.97
14234,100000.00,5687.7196
14235,100000.00,5682.1996
14236,110000.00,5710.2296
14237,120000.00,90.25
14238,120000.00,5642.8982
14239,70000.00,3295.4275
14240,80000.00,3391.3875
14241,110000.00,84.92
14242,70000.00,3351.3975
14243,90000.00,71.97
14244,90000.00,154.96
14245,90000.00,56.97
14246,90000.00,71.97
14247,90000.00,81.46
14248,100000.00,56.97
14249,110000.00,96.46
14250,130000.00,30.97
14251,170000.00,71.97
14252,100000.00,96.46
14253,110000.00,3394.8975
14254,110000.00,81.46
14255,110000.00,3379.9075
14256,170000.00,3342.4075
14257,170000.00,85.48
14258,70000.00,80.96
14259,40000.00,3630.9282
14260,40000.00,3716.2296
14261,70000.00,5653.9182
14262,70000.00,5652.5396
14263,80000.00,5647.9282
14264,80000.00,5217.7296
14265,30000.00,215.22
14266,30000.00,56.97
14267,30000.00,2786.4075
14268,30000.00,2736.4175
14269,30000.00,85.48
14270,60000.00,1794.1975
14271,30000.00,21.98
14272,30000.00,2765.3975
14273,60000.00,71.97
14274,60000.00,121.56
14275,80000.00,5158.3682
14276,80000.00,5259.3582
14277,70000.00,5196.7396
14278,130000.00,177.46
14279,130000.00,5137.7082
14280,80000.00,56.97
14281,80000.00,4746.30
14282,30000.00,195.22
14283,60000.00,1799.9175
14284,60000.00,1769.9275
14285,60000.00,1804.9175
14286,120000.00,5234.3982
14287,150000.00,5141.4282
14288,130000.00,3351.3975
14289,150000.00,3376.8875
14290,70000.00,3377.3975
14291,70000.00,258.44
14292,70000.00,3319.6975
14293,60000.00,46.47
14294,60000.00,81.46
14295,60000.00,56.97
14296,60000.00,45.95
14297,70000.00,3335.4175
14298,70000.00,3365.6675
14299,90000.00,5108.7596
14300,90000.00,5322.7296
14301,70000.00,5142.7496
14302,70000.00,5140.7296
14303,60000.00,3636.9082
14304,60000.00,3595.9282
14305,60000.00,3652.1982
14306,60000.00,3653.2296
14307,60000.00,196.26
14308,100000.00,5140.3982
14309,110000.00,99.47
14310,110000.00,5200.6596
14311,110000.00,138.45
14312,60000.00,191.27
14313,60000.00,222.44
14314,80000.00,122.95
14315,70000.00,109.71
14316,60000.00,3797.3682
14317,70000.00,81.26
14318,70000.00,138.45
14319,70000.00,138.45
14320,70000.00,261.95
14321,80000.00,77.27
14322,90000.00,5111.4382
14323,70000.00,5222.0196
14324,70000.00,5121.4282
14325,70000.00,5152.6982
14326,70000.00,5207.6996
14327,30000.00,32.22
14328,30000.00,308.66
14329,30000.00,91.95
14330,40000.00,806.76
14331,30000.00,56.97
14332,30000.00,102.25
14333,30000.00,81.46
14334,40000.00,1848.9075
14335,40000.00,1804.9175
14336,40000.00,1893.9075
14337,40000.00,1815.1475
14338,40000.00,828.74
14339,30000.00,71.95
14340,40000.00,21.98
14341,30000.00,244.12
14342,40000.00,1804.9175
14343,40000.00,1839.9175
14344,30000.00,126.95
14345,40000.00,3639.9182
14346,40000.00,3583.2596
14347,40000.00,2900.3896
14348,60000.00,2989.3796
14349,40000.00,56.97
14350,40000.00,71.95
14351,40000.00,56.97
14352,40000.00,85.48
14353,40000.00,128.84
14354,30000.00,2755.4175
14355,60000.00,1804.9175
14356,100000.00,3352.3975
14357,100000.00,3337.7075
14358,100000.00,45.95
14359,90000.00,256.24
14360,60000.00,85.48
14361,60000.00,106.96
14362,40000.00,1845.8975
14363,50000.00,192.34
14364,50000.00,1893.9075
14365,50000.00,1804.9175
14366,60000.00,1897.8775
14367,60000.00,1839.9175
14368,60000.00,85.48
14369,60000.00,46.47
14370,40000.00,122.56
14371,40000.00,119.86
14372,60000.00,24.27
14373,60000.00,75.97
14374,70000.00,3362.7075
14375,50000.00,39.98
14376,70000.00,71.97
14377,70000.00,3320.4275
14378,60000.00,1809.3975
14379,60000.00,1854.9075
14380,70000.00,3330.4275
14381,70000.00,3330.4175
14382,70000.00,3373.9075
14383,70000.00,56.97
14384,60000.00,93.97
14385,60000.00,1777.8775
14386,60000.00,1918.3975
14387,60000.00,898.46
14388,70000.00,81.46
14389,60000.00,7.28
14390,60000.00,39.98
14391,70000.00,21.98
14392,70000.00,3295.4275
14393,70000.00,31.97
14394,70000.00,3344.6975
14395,70000.00,96.46
14396,60000.00,76.96
14397,60000.00,39.98
14398,60000.00,1804.9175
14399,60000.00,4.99
14400,70000.00,3357.3975
14401,60000.00,15.23
14402,60000.00,39.98
14403,60000.00,7.28
14404,60000.00,4.99
14405,60000.00,64.47
14406,60000.00,1851.3875
14407,60000.00,64.47
14408,70000.00,65.96
14409,70000.00,85.48
14410,70000.00,56.97
14411,70000.00,3360.4175
14412,70000.00,3320.4275
14413,60000.00,1889.9075
14414,60000.00,1793.8975
14415,60000.00,1769.9275
14416,60000.00,769.49
14417,60000.00,1848.9075
14418,60000.00,1928.9275
14419,70000.00,3371.3975
14420,70000.00,3320.4275
14421,70000.00,3369.4075
14422,130000.00,38.88
14423,130000.00,141.91
14424,110000.00,6998.8625
14425,120000.00,8332.30
14426,130000.00,8319.30
14427,130000.00,8451.26
14428,130000.00,8321.31
14429,130000.00,8394.29
14430,90000.00,30.97
14431,70000.00,21.98
14432,90000.00,21.98
14433,110000.00,3342.4075
14434,110000.00,3396.3975
14435,110000.00,80.96
14436,90000.00,4776.01
14437,90000.00,21.98
14438,100000.00,3352.3975
14439,100000.00,3312.6975
14440,100000.00,3367.3775
14441,110000.00,141.98
14442,120000.00,3370.4075
14443,130000.00,21.98
14444,130000.00,30.97
14445,130000.00,100.46
14446,80000.00,146.75
14447,80000.00,3385.3975
14448,90000.00,3370.4075
14449,90000.00,3355.4175
14450,130000.00,180.98
14451,130000.00,3362.7075
14452,70000.00,3377.3975
14453,90000.00,3401.3875
14454,100000.00,31.97
14455,80000.00,218.93
14456,90000.00,3405.9075
14457,120000.00,3359.8975
14458,80000.00,133.95
14459,80000.00,4775.01
14460,100000.00,96.46
14461,100000.00,3310.4075
14462,110000.00,21.98
14463,120000.00,67.93
14464,130000.00,3357.7175
14465,90000.00,7.28
14466,90000.00,90.47
14467,90000.00,39.98
14468,90000.00,7.28
14469,100000.00,64.47
14470,130000.00,3382.3975
14471,130000.00,3355.4275
14472,130000.00,3503.6975
14473,160000.00,3413.9175
14474,60000.00,7.28
14475,60000.00,7.28
14476,60000.00,7.28
14477,70000.00,3342.4075
14478,80000.00,4795.01
14479,170000.00,81.96
14480,80000.00,194.94
14481,90000.00,3360.4175
14482,90000.00,89.97
14483,90000.00,39.98
14484,130000.00,3345.3975
14485,160000.00,3312.6975
14486,170000.00,3310.4075
14487,60000.00,39.98
14488,70000.00,67.93
14489,70000.00,39.98
14490,70000.00,39.98
14491,70000.00,127.28
14492,70000.00,7.28
14493,70000.00,54.96
14494,60000.00,1769.9275
14495,40000.00,1839.9175
14496,40000.00,804.48
14497,40000.00,804.48
14498,70000.00,3394.3875
14499,100000.00,15.23
14500,130000.00,64.47
14501,80000.00,2994.0882
14502,90000.00,122.26
14503,90000.00,39.98
14504,110000.00,162.24
14505,130000.00,61.96
14506,90000.00,39.98
14507,100000.00,39.98
14508,100000.00,54.98
14509,90000.00,163.99
14510,100000.00,3036.3682
14511,100000.00,89.97
14512,100000.00,39.98
14513,130000.00,4.99
14514,30000.00,141.98
14515,30000.00,56.97
14516,10000.00,78.98
14517,20000.00,82.97
14518,10000.00,126.95
14519,40000.00,80.96
14520,40000.00,1503.5782
14521,20000.00,117.96
14522,20000.00,126.95
14523,30000.00,3807.3996
14524,10000.00,3001.0425
14525,10000.00,6665.58
14526,10000.00,29.48
14527,10000.00,4.99
14528,10000.00,4.99
14529,20000.00,254.06
14530,20000.00,72.86
14531,20000.00,190.54
14532,20000.00,21.98
14533,10000.00,160.55
14534,10000.00,36.96
14535,20000.00,123.47
14536,20000.00,68.49
14537,20000.00,42.28
14538,30000.00,3017.0125
14539,30000.00,3271.82
14540,10000.00,156.25
14541,20000.00,4397.75
14542,10000.00,115.25
14543,10000.00,42.28
14544,10000.00,39.98
14545,10000.00,112.96
14546,10000.00,152.97
14547,10000.00,192.95
14548,10000.00,124.99
14549,10000.00,74.98
14550,10000.00,48.97
14551,20000.00,111.96
14552,20000.00,103.97
14553,20000.00,147.95
14554,20000.00,178.45
14555,10000.00,3021.0225
14556,10000.00,19.97
14557,10000.00,117.96
14558,50000.00,1528.0682
14559,50000.00,1547.5682
14560,50000.00,1538.5782
14561,50000.00,158.84
14562,50000.00,7.28
14563,50000.00,39.98
14564,50000.00,124.99
14565,50000.00,1503.5782
14566,60000.00,401.49
14567,60000.00,161.28
14568,60000.00,54.96
14569,60000.00,7.28
14570,60000.00,39.98
14571,60000.00,89.97
14572,70000.00,3016.0682
14573,60000.00,39.98
14574,60000.00,177.60
14575,60000.00,185.97
14576,60000.00,1476.5382
14577,60000.00,1505.8582
14578,60000.00,848.47
14579,60000.00,124.99
14580,40000.00,1468.5882
14581,40000.00,1563.0482
14582,60000.00,111.79
14583,60000.00,4.99
14584,80000.00,3040.0382
14585,80000.00,3016.0682
14586,70000.00,233.94
14587,50000.00,7.28
14588,50000.00,39.98
14589,60000.00,1468.5882
14590,60000.00,1597.5582
14591,60000.00,1500.8682
14592,60000.00,4.99
14593,60000.00,7.28
14594,60000.00,163.99
14595,60000.00,39.98
14596,70000.00,3056.0482
14597,70000.00,4803.31
14598,70000.00,4839.00
14599,70000.00,3054.0782
14600,70000.00,39.98
14601,80000.00,3076.0582
14602,80000.00,3150.5382
14603,80000.00,3034.0682
14604,80000.00,137.95
14605,80000.00,4750.01
14606,80000.00,4716.02
14607,50000.00,4.99
14608,50000.00,39.98
14609,50000.00,4.99
14610,50000.00,1468.5882
14611,50000.00,304.55
14612,60000.00,39.98
14613,60000.00,1601.5582
14614,60000.00,1645.5482
14615,60000.00,28.96
14616,60000.00,1538.5782
14617,60000.00,1538.5582
14618,60000.00,39.98
14619,60000.00,39.98
14620,60000.00,4.99
14621,70000.00,103.48
14622,70000.00,28.96
14623,70000.00,64.47
14624,70000.00,39.98
14625,70000.00,7.28
14626,40000.00,197.04
14627,60000.00,7.28
14628,60000.00,4.99
14629,60000.00,4.99
14630,60000.00,4.99
14631,60000.00,848.47
14632,60000.00,156.55
14633,60000.00,242.50
14634,60000.00,1538.5782
14635,40000.00,37.21
14636,40000.00,1538.5782
14637,40000.00,39.98
14638,40000.00,26.97
14639,60000.00,1547.5682
14640,50000.00,812.42
14641,50000.00,119.86
14642,50000.00,7.28
14643,50000.00,1613.0582
14644,50000.00,7.28
14645,60000.00,1538.5782
14646,60000.00,1538.5582
14647,60000.00,1588.5682
14648,90000.00,3024.0182
14649,60000.00,1601.5582
14650,60000.00,1538.5782
14651,60000.00,1588.5682
14652,60000.00,1528.0682
14653,60000.00,1547.5682
14654,60000.00,7.28
14655,70000.00,174.96
14656,80000.00,3084.0582
14657,80000.00,3076.0582
14658,60000.00,92.82
14659,60000.00,39.98
14660,60000.00,1588.5682
14661,60000.00,195.02
14662,60000.00,1602.0782
14663,70000.00,104.95
14664,80000.00,3100.5482
14665,80000.00,81.26
14666,90000.00,5199.9182
14667,80000.00,5295.4082
14668,80000.00,5216.6896
14669,80000.00,90.25
14670,60000.00,2919.8896
14671,60000.00,2934.3696
14672,110000.00,5237.7196
14673,110000.00,5117.7496
14674,70000.00,142.47
14675,70000.00,237.97
14676,70000.00,5188.4082
14677,80000.00,81.26
14678,80000.00,167.95
14679,80000.00,87.96
14680,80000.00,163.95
14681,70000.00,5178.3982
14682,70000.00,138.45
14683,60000.00,98.95
14684,60000.00,93.54
14685,60000.00,146.74
14686,60000.00,203.46
14687,30000.00,80.96
14688,20000.00,74.98
14689,20000.00,4.99
14690,20000.00,128.97
14691,30000.00,89.97
14692,30000.00,106.26
14693,30000.00,39.98
14694,30000.00,156.94
14695,10000.00,48.98
14696,10000.00,42.28
14697,20000.00,6684.58
14698,40000.00,60.95
14699,40000.00,78.98
14700,40000.00,5904.23
14701,20000.00,3001.0225
14702,30000.00,6729.57
14703,30000.00,42.28
14704,10000.00,95.94
14705,40000.00,5875.55
14706,40000.00,24.99
14707,10000.00,37.29
14708,20000.00,2966.0325
14709,30000.00,4397.75
14710,30000.00,39.99
14711,30000.00,71.97
14712,30000.00,6660.59
14713,40000.00,6461.71
14714,40000.00,5386.28
14715,40000.00,31.27
14716,40000.00,5300.26
14717,40000.00,113.96
14718,40000.00,63.97
14719,40000.00,5512.26
14720,40000.00,5900.55
14721,40000.00,4.99
14722,40000.00,1468.5882
14723,40000.00,87.57
14724,60000.00,120.41
14725,60000.00,318.83
14726,60000.00,1483.5682
14727,60000.00,1563.0682
14728,60000.00,1563.0682
14729,60000.00,4.99
14730,20000.00,2588.0682
14731,30000.00,2435.0782
14732,30000.00,2450.0782
14733,30000.00,1854.5782
14734,30000.00,1854.5782
14735,30000.00,1854.5782
14736,20000.00,85.48
14737,20000.00,1873.5782
14738,40000.00,1503.5782
14739,40000.00,1500.8682
14740,40000.00,1533.5582
14741,40000.00,1588.5682
14742,40000.00,7.28
14743,40000.00,64.47
14744,40000.00,1505.8582
14745,40000.00,902.46
14746,40000.00,1588.5682
14747,40000.00,1503.5782
14748,40000.00,124.99
14749,40000.00,98.96
14750,40000.00,1613.0582
14751,40000.00,7.28
14752,40000.00,1528.0682
14753,40000.00,1468.5882
14754,40000.00,1500.8682
14755,40000.00,1592.5682
14756,40000.00,1588.5682
14757,40000.00,1538.5782
14758,80000.00,39.98
14759,80000.00,7.28
14760,80000.00,167.26
14761,80000.00,39.98
14762,80000.00,4.99
14763,80000.00,4.99
14764,60000.00,7.28
14765,60000.00,119.86
14766,20000.00,4.99
14767,20000.00,29.93
14768,10000.00,106.96
14769,30000.00,4397.75
14770,30000.00,6679.59
14771,30000.00,6689.58
14772,30000.00,4380.04
14773,40000.00,7015.6125
14774,40000.00,6434.74
14775,40000.00,8404.28
14776,40000.00,5908.25
14777,40000.00,5923.23
14778,10000.00,6673.53
14779,10000.00,3262.83
14780,10000.00,7.28
